,SP500,Oil,Gold,NaturalGas
2013-02-21,-0.0060790730026242246,-0.022439949431099837,-0.020911360799001244,-0.014970059880239472
2013-02-22,0.00977246471171167,0.003556417717426319,0.007331845712464036,-0.006079027355623157
2013-02-25,-0.01902702911905685,-0.004080756013745801,0.007911392405063333,0.04587155963302747
2013-02-26,0.006846052698732841,-0.001186111710157478,0.0029827315541601784,0.011695906432748648
2013-02-27,0.012598308416896575,0.0022670840980245632,0.007043355767725856,0.00867052023121384
2013-02-28,-0.0019746945714235187,-0.008724687634640294,-0.010879701585327917,-0.002865329512894088
2013-03-01,0.003297707080833323,-0.014343148973161024,-0.013199245757385292,0.01724137931034475
2013-03-04,0.005324800231519822,-0.006394002866277115,0.005095541401273884,-0.0028248587570621764
2013-03-05,0.008959190825445384,0.008321313658049556,0.003960709759188941,0.028328611898017053
2013-03-06,0.0013608752841478555,-0.004511443661971759,-0.006469938456682978,-0.016528925619834767
2013-03-07,0.0018122925085457542,0.011716591135182863,0.0041296060991105055,-0.008403361344537785
2013-03-08,0.00426423860216274,0.005244182235332628,-0.0022144890857324073,0.008474576271186418
2013-03-11,0.0037957164450519443,0.0006521030322790278,0.0003170577045021883,0.019607843137255054
2013-03-12,-0.0022430146467322665,0.004018681438036298,0.0031695721077653616,0.019230769230769162
2013-03-13,0.0014131585322603168,0.0003245348334055542,0.005687203791469253,0.0026954177897575704
2013-03-14,0.005323599361303888,0.006056018168054456,-0.004084197298146353,0.005376344086021501
2013-03-15,-0.001319845216665061,0.004944641513490167,0.005205047318612044,0.04010695187165769
2013-03-18,-0.005519232921280537,0.002353192854850805,0.003922799309587388,0.023136246786632286
2013-03-19,-0.0023227903520874893,-0.013552449044925807,0.0018755861206627422,-0.005025125628140725
2013-03-20,0.006985255037735616,0.008329727390739894,0.0056162246489859236,0.002525252525252597
2013-03-21,-0.00854249183221334,-0.008046346958480832,-0.0017064846416382506,0.010075566750629594
2013-03-22,0.008033267864503868,0.010274713389573975,0.0017094017094017033,0.0
2013-03-25,-0.0041774975601105435,0.012204260785783072,-0.005739993794601328,0.017456359102244523
2013-03-26,0.008002460336030026,0.01523003701745096,-0.003120611639881421,-0.022058823529411686
2013-03-27,0.0,0.005625585998541682,-0.003912975426514365,0.022556390977443552
2013-03-28,0.003073334231606051,0.007355226354501143,0.0072281583909490355,-0.01225490196078427
2013-03-29,,,,
2013-04-01,-0.003957519754478223,-0.0014397367338543354,,-0.01488833746898266
2013-04-02,0.00493450209182944,0.0013388259526263546,-0.002964118564742546,0.02518891687657443
2013-04-03,-0.010139173745052243,-0.022729610202612438,-0.018306994210608662,-0.017199017199017286
2013-04-04,0.004058457571308516,-0.018522416333403346,-0.014823079375199222,-0.015000000000000013
2013-04-05,-0.0044910124082188085,-0.005361355350632646,0.004853583562530295,0.010152284263959421
2013-04-08,0.00676674441118319,0.006468305304010213,0.015778457575269744,0.05025125628140703
2013-04-09,0.0034570729172067605,0.008783204798629152,-0.0030115707719131635,-0.023923444976076458
2013-04-10,0.012249310739525843,0.0043533658950944965,0.00572337042925275,-0.002450980392156854
2013-04-11,0.003276842179642081,-0.012157733375621205,-0.0162820107492887,0.00982800982800991
2013-04-12,-0.002449952003426792,-0.023651541095890294,-0.0049815201671219445,0.024330900243308973
2013-04-15,-0.0231737881982782,-0.02718404033760824,-0.0852713178294574,0.004750593824228044
2013-04-16,0.014762620795398806,-0.00022535211267604716,-0.026836158192090398,-0.009456264775413725
2013-04-17,-0.014611300055305199,-0.023441902400540893,0.0007256894049347817,0.01193317422434359
2013-04-18,-0.006253631224743206,0.013618003462204209,0.013052936910805002,-0.002358490566037652
2013-04-19,0.008693403419481216,0.0023909825799841578,0.012168933428776008,0.03546099290780136
2013-04-22,0.00443797584619765,0.00874602453430251,0.007779349363507881,-0.011415525114155223
2013-04-23,0.010309051486865783,0.004503997297601536,-0.0054385964912280205,-0.013856812933025542
2013-04-24,0.0006340278886007855,0.020849680529088754,0.0051155406597283015,-0.004683840749414414
2013-04-25,0.004053590979232524,0.02415724168222244,0.015444015444015413,-0.014117647058823457
2013-04-26,-0.0017663466214301593,-0.006861799077945707,0.01088835119253373,-0.007159904534606243
2013-04-29,0.006698792688461186,0.01576163230055072,0.007009745255599276,0.028846153846153966
2013-04-30,0.002385141698221238,-0.009246466149431476,0.00016977928692707422,0.004672897196261516
2013-05-01,-0.008767363349293067,-0.02660373310448405,-0.00220675606857923,0.0023255813953488857
2013-05-02,0.00928732736205884,0.032620674454485465,-0.009186798230690685,-0.006960556844547439
2013-05-03,0.010140860850149203,0.016542155816435367,0.01407967032967039,-0.0700934579439253
2013-05-06,0.0025405229595401035,0.005774278215223028,,-0.012562814070351758
2013-05-07,0.005069011411322544,-0.00542797494780789,-0.009143244158482888,-0.012722646310432628
2013-05-08,0.00455105042671855,0.010075566750629594,-0.0061517429938482415,-0.005154639175257714
2013-05-09,-0.002816417296385265,-0.0015586034912716817,0.010660247592847227,0.002590673575129543
2013-05-10,0.0032537725315209265,-0.0029139348527422726,-0.013780197346036083,0.007751937984496138
2013-05-13,0.000795526395161783,-0.010959190063667634,-0.01345523546662064,-0.007692307692307665
2013-05-14,0.010334246648306067,-0.008442380751372047,0.004721105088302258,0.015503875968992276
2013-05-15,0.005386050018219901,-0.0001064282673477468,-0.01688130873651239,0.025445292620865256
2013-05-16,-0.004695086668202841,0.009579563597658325,-0.024960169941582566,-0.004962779156327701
2013-05-17,0.009676689778138403,0.009172377438060098,-0.00018155410312270526,-0.029925187032418865
2013-05-20,-5.9821973069307255e-05,0.005954868366067734,-0.01670601053205012,0.05398457583547556
2013-05-21,0.0014379535136097576,-0.007685117873091785,0.01846722068328721,0.007317073170731714
2013-05-22,-0.007417588288993304,-0.016431187859759167,0.004714415231187763,0.007263922518159882
2013-05-23,-0.00289313586419071,0.001489678655032911,0.0005414185165133478,-0.0024038461538461453
2013-05-24,-0.0008456670054545201,-0.002974925626859304,-0.0005411255411255089,0.0
2013-05-27,,,,
2013-05-28,0.005988384466900198,0.008631713554987153,-0.004511820970943825,0.009638554216867545
2013-05-29,-0.0064941276222576505,-0.016059165346011706,0.00398839738941259,-0.009546539379474916
2013-05-30,0.003692070887761023,0.0047245785461182965,0.015709642470205898,-0.0072289156626507145
2013-05-31,-0.01435211132789116,-0.017526985144811214,0.0028444444444444272,-0.024271844660194275
2013-06-03,0.005506533876169728,0.016099205917545767,-0.009572770785321705,-0.004975124378109319
2013-06-04,-0.004807034873026139,-0.000535274595867663,0.006085555754429928,0.0
2013-06-05,-0.014001048494972856,0.0032133676092545027,-0.0062266500622665255,-0.0024999999999999467
2013-06-06,0.009053212109025877,0.011210762331838486,0.002148227712137407,-0.015037593984962405
2013-06-07,0.012720760723948121,0.014781966001478297,0.007502679528403,-0.03562340966921118
2013-06-10,0.0,-0.003017375923421106,-0.023581560283687963,0.0158311345646438
2013-06-11,-0.010315724664043402,-0.0033395950740972014,-0.005266025059015744,-0.020779220779220786
2013-06-12,-0.008277055095771368,0.005026178010471227,0.005658999634903239,-0.007957559681697535
2013-06-13,0.015208480389945045,0.007084809335277997,0.006534761299691327,-0.002673796791443861
2013-06-14,-0.006272284273930784,0.012104283054003684,-0.004688908926961277,0.008042895442359255
2013-06-17,0.007721567738587121,0.00030665440049060244,0.004529806124297986,0.005319148936170137
2013-06-18,0.007905224216381068,0.006131207847946074,-0.005411255411255422,0.031746031746031855
2013-06-19,-0.013816687992042609,-0.002234409912654889,-0.009067827348567259,0.007692307692307665
2013-06-20,-0.024778309525430364,-0.03410016286644946,-0.04593704245973651,-0.007633587786259555
2013-06-21,0.003210178476189318,-0.011381599747075533,-0.009975062344139696,-0.012820512820512775
2013-06-24,-0.012635570717852707,0.01343140390150288,-0.005425305173415995,-0.010389610389610393
2013-06-25,0.009613847077529325,0.001893341748185673,0.0013637249172024912,-0.01049868766404205
2013-06-26,0.009900964738392304,0.0023097112860892555,-0.04357976653696494,-0.013262599469495928
2013-06-27,0.005869867828635078,0.016025976746621984,0.0024410089503661414,0.0026881720430107503
2013-06-28,-0.004097347918304739,-0.006597938144329851,-0.023336038961038974,-0.04289544235924936
2013-07-01,0.005859622460296698,0.016396845163968443,0.0334510700186994,-0.014005602240896309
2013-07-02,-0.0009295566393449084,0.017459669185215576,0.013872135102533267,0.017045454545454586
2013-07-03,0.00043418971024977715,0.022779729051680908,-0.011699385286535802,-0.011173184357541888
2013-07-04,,,0.002808988764045006,
2013-07-05,0.010788436342527685,0.011479591836734748,-0.01340536214485799,-0.005649717514124353
2013-07-08,0.005704919441915646,-0.0005820157144242888,-0.005881160008111896,0.03693181818181812
2013-07-09,0.007197482414027734,0.004173541686887328,0.021623827009384033,0.010958904109588996
2013-07-10,0.00036362071121254225,0.028513435144017052,0.00019968051118213204,0.0
2013-07-11,0.013620472887525104,-0.01541208533032612,0.022759033739269352,-0.013550135501354976
2013-07-12,0.00041783249242954845,0.010308294359072212,-0.004489556900253766,-0.008241758241758323
2013-07-15,0.0038208532164565323,0.003306565895134783,0.004901960784313708,0.016620498614958512
2013-07-16,-0.0037468284105971472,-0.003013182674199699,0.003707317073170735,0.005449591280654031
2013-07-17,0.002567018789041864,0.004816773706082467,-0.0013608087091757648,-0.005420054200542035
2013-07-18,0.005477903582125521,0.01456903844346269,-0.0035039906560249134,-0.0027247956403269047
2013-07-19,0.0017764344337252158,0.0005558643690939391,0.004883766360617381,0.032786885245901454
2013-07-22,0.0019507527955038295,-0.01287037037037042,0.021578538102643874,-0.01851851851851849
2013-07-23,-0.002123977886188233,0.00487759122033582,0.009895337773548896,-0.008086253369272156
2013-07-24,-0.0036657645585993492,-0.016055259964529056,0.009986809873751668,0.005434782608695565
2013-07-25,0.002433184828953605,0.0005692059576889452,-0.020895522388059695,-0.005405405405405461
2013-07-26,0.0010656223827785194,-0.0067317720678865545,0.01200457317073167,-0.024456521739130488
2013-07-29,-0.00307517655320233,-0.001431844215349476,0.0022594614950104397,-0.02785515320334253
2013-07-30,0.0,-0.014052193862919449,-0.0063873755401089305,-0.002865329512894088
2013-07-31,0.000711914673031222,0.019003296490207378,0.006995651351862309,-0.005747126436781658
2013-08-01,0.011558276891471042,0.026926736441484467,-0.0058205031918888706,-0.005780346820809301
2013-08-02,0.001699294657852235,-0.00917261187806917,-0.02870632672332385,-0.014534883720930147
2013-08-05,-0.0014624821310482705,-0.0030858425285206215,0.019638343379350554,-0.017699115044247815
2013-08-06,-0.005682519498496408,-0.012100178219679236,-0.01449275362318836,0.006006006006006093
2013-08-07,-0.0032402288111849087,-0.008640334219521373,-0.012770897832817374,-0.008955223880597107
2013-08-08,0.0036646972565936853,-0.009194521597548078,0.00960407683261466,-0.015060240963855387
2013-08-09,-0.0028856710926978835,0.02503624939584337,0.013783731314307879,0.015290519877675823
2013-08-12,-0.0011812784655574893,0.0014145605431912234,0.015511298353121372,0.006024096385542244
2013-08-13,0.002956788910830621,0.0055560787268105205,0.006222892702244076,0.0
2013-08-14,-0.005129641434970522,0.0010301554598239893,-0.008058470764617742,0.0059880239520957446
2013-08-15,-0.013985932629025366,0.005051922537187892,0.012280370300396859,-0.005952380952380931
2013-08-16,-0.0033055705954146974,0.0013962580284836434,0.015864128406121614,0.0029940119760478723
2013-08-19,-0.006392425183326278,-0.004089979550102263,0.01065588829689501,0.032835820895522394
2013-08-20,0.004915907699421629,-0.020907224192645124,-0.0069078349391019644,0.005780346820809301
2013-08-21,-0.006160153777454602,-0.009246901811248764,-0.004210140948196939,0.008620689655172376
2013-08-22,0.00911542454146752,0.00962186086789174,0.007720588235294201,0.002849002849002913
2013-08-23,0.0033723745140574746,0.014771752596969279,0.002918642831083451,-0.005681818181818232
2013-08-26,-0.003721307221141945,-0.005634861006761915,,0.014285714285714235
2013-08-27,-0.01608418621309149,0.030506233471854882,0.02655511094943619,-0.014084507042253502
2013-08-28,0.0035509052891600223,0.009714966547520909,0.010276399716513174,0.011428571428571344
2013-08-29,0.0015863166252465533,-0.01506762276481799,-0.01350403367239561,0.011299435028248705
2013-08-30,-0.0031677115060014804,-0.00488434245691638,-0.009600000000000053,-0.0027932960893854997
2013-09-02,,,-0.001077005923532548,
2013-09-03,0.004521939841561018,0.006390072235599176,0.0,0.019607843137255054
2013-09-04,0.008273579191104607,-0.012698996963283249,0.008984725965857976,0.01098901098901095
2013-09-05,0.0012663799554404331,0.011277845092739325,-0.008548530721282255,0.005434782608695565
2013-09-06,0.0004820290946929706,0.019539170506912562,-0.016885216454104568,-0.04054054054054068
2013-09-09,0.009576107442227366,-0.009039956608208333,0.012972775443084172,0.019718309859154903
2013-09-10,0.007397470929745298,-0.01952198503922642,-0.009379509379509376,0.008287292817679592
2013-09-11,0.003138374180668979,0.0015816896166729322,-0.005644573925710161,-0.013698630136986245
2013-09-12,-0.0026565149453067205,0.009939619136089206,-0.01831166453030586,-0.008333333333333415
2013-09-13,0.0022494926445988384,-0.003771155261221404,-0.023876142510725562,0.008403361344537785
2013-09-16,0.00578736081415232,-0.016341981349829116,0.004968469329256653,0.011111111111111072
2013-09-17,0.004462462027387426,-0.011075652337150466,0.0019015021867274662,0.03571428571428559
2013-09-18,0.01157442054938218,0.027239939255884638,-0.01328525336876063,-0.013262599469495928
2013-09-19,-0.0016759230192237018,-0.018201977270627334,0.04904789382573571,0.0026881720430107503
2013-09-20,-0.006992073977645341,-0.014680971202710391,-0.006050605060506031,-0.013404825737265313
2013-09-23,-0.004627550682181236,-0.010315186246418362,-0.024718686589190186,-0.005434782608695676
2013-09-24,-0.002353818691738674,-0.0038602586373287506,-0.003972006809154549,-0.019125683060109422
2013-09-25,-0.0028901564705857696,-0.005231544274365341,0.002848461830611493,-0.01949860724233976
2013-09-26,0.003845117694834199,0.004090377873003481,0.00927854572997533,-0.008522727272727182
2013-09-27,-0.004596586374119638,-0.0023278370514063784,-0.008255159474671703,0.005730659025787732
2013-09-30,-0.005328122532261115,-0.0048609760839977145,0.010783200908059065,-0.008547008547008517
2013-10-01,0.007915909264507803,-0.00263774912075021,-0.0026202507954332654,0.02298850574712641
2013-10-02,-0.0009448078086873313,0.02017827407189743,-0.028898480015012162,0.0196629213483146
2013-10-03,-0.009220986008100174,-0.008257321171387444,0.011787439613526463,-0.01377410468319551
2013-10-04,0.0075766420512124455,0.005227998838222447,0.005347593582887722,-0.0027932960893854997
2013-10-07,-0.008644591994503514,-0.007319657131850232,-0.0037993920972644313,0.01400560224089653
2013-10-08,-0.011646781259854522,0.00456000776171539,0.0076277650648359785,0.027624309392265234
2013-10-09,0.0007252366687637846,-0.01844697701371456,-0.008705526116578377,-0.005376344086021501
2013-10-10,0.021557968140374584,0.01426744071632391,-0.008781977854142808,0.010810810810810922
2013-10-11,0.006443394288880633,-0.008828094683740795,-0.009437596302003026,0.0
2013-10-14,0.0039939328858635825,0.002838406577273078,-0.007583122691036337,0.021390374331550666
2013-10-15,-0.00725401802036485,-0.012785477259418143,-0.016065830721003094,0.002617801047120505
2013-10-16,0.013965794897806472,0.0117647058823529,0.018120270808442918,0.0026109660574411553
2013-10-17,0.006683235691060441,-0.0158295876490131,0.02366516722080969,-0.0234375
2013-10-18,0.006754565235568277,0.0014892772041303903,0.006495987772258349,-0.007999999999999896
2013-10-21,5.707490806439175e-05,-0.015762863091107415,-0.0007593014426727773,0.013440860215053752
2013-10-22,0.005791468879437156,-0.01661966156325545,-0.0032294832826748054,-0.018567639257294433
2013-10-23,-0.00478878488987966,-0.0074772098740140125,0.016199733180865206,-0.010810810810810811
2013-10-24,0.0033222709951281626,-0.0025799793601650745,0.002438109527381771,-0.002732240437158584
2013-10-25,0.004567912286391751,0.007759958613554163,0.004115996258185151,0.010958904109588996
2013-10-28,0.0015912984641313077,0.013757700205338619,0.006893981740264676,-0.02168021680216803
2013-10-29,0.005333872065816037,-0.004557423536560523,-0.003145817912657334,-0.011080332409972304
2013-10-30,-0.0049671659815195834,-0.015057482958591994,0.002041952849452411,-0.0056022408963585235
2013-10-31,-0.002836268159319366,-0.005371345935337168,-0.011670989255279762,0.005633802816901401
2013-11-01,0.0023893605816243113,-0.01796655935195768,-0.014245548266166863,-0.03361344537815114
2013-11-04,0.0035184388541624756,0.00021150592216567787,-0.00038030043734549324,-0.020289855072463836
2013-11-05,-0.0031669500400582917,-0.01247621061535198,-0.0022826707247479705,-0.002958579881656709
2013-11-06,0.005106034143414595,0.014346895074946353,0.004385128693994211,0.026706231454005858
2013-11-07,-0.012643392768093786,-0.0051720498205615195,-0.0007593014426727773,0.037572254335260125
2013-11-08,0.013491353270353112,0.003289124668435006,-0.005319148936170248,-0.01392757660167121
2013-11-11,0.00016908888071509587,0.006027918781725816,-0.01928953399541633,0.02259887005649719
2013-11-12,-0.002030148199393844,-0.021128981393881974,-0.0021421616358324735,0.01933701657458564
2013-11-13,0.008024239648712683,0.008483676975944876,-0.0039032006245121043,0.0
2013-11-14,0.004989365756878028,-0.0015972739857309515,0.005681818181818121,-0.046070460704607075
2013-11-15,0.004351231373959319,0.00042662116040936837,-0.0011689070718877703,0.011363636363636465
2013-11-18,-0.003499334480104088,-0.008208955223880543,0.0013653208503998648,0.042134831460674205
2013-11-19,-0.0021734684040771723,0.0034397506180801063,-0.008765095442150317,-0.021563342318059342
2013-11-20,-0.003128032598065711,-0.00010712372790566693,-0.0005895067793280084,0.0
2013-11-21,0.008068549501220712,0.021534176130276306,-0.018088871411718443,0.01377410468319562
2013-11-22,0.0050023519610207234,-0.008599895123230117,-0.005406487785342362,0.02717391304347827
2013-11-25,-0.0009955278556387226,-0.007087697027398754,-0.008053150795248598,0.0185185185185186
2013-11-26,0.0002768214483011011,-0.0047943746004688315,0.01542520803734515,0.0051948051948051965
2013-11-27,0.0024351495214429697,-0.014559469007600856,0.0,0.0
2013-11-28,,,-0.007195682590445784,
2013-11-29,-0.0006622394013102717,0.005431830526887671,0.0028186027783370093,0.0
2013-12-02,-0.002596652907237984,0.011453268503511582,-0.006223649869504078,-0.0051679586563307955
2013-12-03,-0.004320488385999521,0.02371541501976293,-0.014949494949494935,-0.0025974025974027093
2013-12-04,-0.00011168288207796806,0.011896065950119938,-0.004922067268252617,0.013020833333333481
2013-12-05,-0.004395193538910935,0.0017531195215014783,0.01731244847485569,0.020565552699228773
2013-12-06,0.011176868097634074,0.0035001029442043308,-0.0026337115072933015,0.04534005037783384
2013-12-09,0.0025422260082015313,-0.0038982355354945097,-0.001828153564899404,0.02168674698795181
2013-12-10,-0.0035834028019745556,0.012564366632337842,0.014041514041513992,0.0
2013-12-11,-0.011230706874944651,-0.01088283157038239,0.007625928155729378,0.0
2013-12-12,-0.0033013827756097625,-0.00041131105398461987,-0.009360685122485557,0.037735849056603765
2013-12-13,-0.00011222587977954834,-0.009669787058944501,-0.016686771210293494,0.009090909090909038
2013-12-16,0.006232024823709104,0.00945258128181159,0.005520343488039314,-0.05180180180180194
2013-12-17,-0.0031806295366750836,-0.0019551348013996384,0.006303375355835694,-0.002375296912113911
2013-12-18,0.01707278928052358,0.006186204763377834,-0.003232976358860329,0.011904761904761862
2013-12-19,-0.001155821731320894,0.008300030740854725,-0.022704236772754904,0.0
2013-12-20,0.005818181615719009,0.007215447154471422,-0.008504459655673147,0.0235294117647058
2013-12-23,0.005342607174587455,-0.00494400161436781,-0.001882845188284521,0.03908045977011487
2013-12-24,0.0021913372663426856,0.002534982762117277,0.003143994969608155,0.0
2013-12-25,,,,
2013-12-26,0.005084115031776859,0.0031354303631030422,,-0.0265486725663715
2013-12-27,-5.4389412340150045e-05,0.007662835249041988,0.010656080234015874,-0.01363636363636378
2013-12-30,-0.0001632682216263781,-0.010406243746247656,-0.0064089311556749795,0.016129032258064502
2013-12-31,0.00473300010971367,-0.007381193124368135,0.0,-0.02267573696145142
2014-01-01,,,,
2014-01-02,-0.009583752949405167,-0.030864826321686856,0.015189346650020807,0.0023201856148493682
2014-01-03,-0.00016409832639852073,-0.01555602270338452,0.010248001639680204,0.016203703703703498
2014-01-06,-0.0028976534300988455,-0.005765534913516945,0.004666260904848896,0.02505694760820054
2014-01-07,0.006141536598458508,0.002040378006872734,-0.00040387722132473325,0.017777777777777892
2014-01-08,0.00021809954139762056,-0.015110920587289689,-0.008888888888888835,-0.048034934497816484
2014-01-09,0.0006538821330905886,-0.0058759521218716415,-0.00040766408479409044,-0.04816513761467889
2014-01-10,0.002722819758015582,0.011274080560420341,0.005097879282218498,-0.048192771084337394
2014-01-13,-0.013305233328706145,-0.010174261283688701,0.011158449989856045,0.06075949367088618
2014-01-14,0.01089744748061472,0.007654455986878084,0.002207062600320997,0.04057279236276856
2014-01-15,0.005390305839779286,0.017688551275094833,-0.00860860860860857,0.020642201834862428
2014-01-16,-0.001299781570659353,-0.0025591810620601008,-0.0006058158319870444,0.022471910112359383
2014-01-17,-0.004229311058453145,0.004490057729313435,0.0030309153364316277,-0.03516483516483515
2014-01-20,,,0.01107977437550356,
2014-01-21,0.00294036440050216,0.0058535547041296265,-0.00557880055788007,0.05011389521640108
2014-01-22,0.0006515390882981809,0.01946883927626697,-0.006611901422560629,0.06724511930585675
2014-01-23,-0.008193195340729709,0.009133367929424097,0.0038321903993545625,0.14634146341463405
2014-01-24,-0.021336043370367208,-0.005862388151805065,0.012055455093429757,-0.08333333333333326
2014-01-27,-0.004918869367931067,-0.008690254500310357,0.008536827476672615,0.09477756286266925
2014-01-28,0.005954555300673903,0.017428511792945134,-0.012992125984251923,-0.07243816254416968
2014-01-29,-0.00960521916875623,-0.0015386193455738661,0.0009972078181093025,-0.003809523809523707
2014-01-30,0.010600454071751253,0.00934867474830492,-0.000597728631201444,0.007648183556405286
2014-01-31,-0.005858323779585173,-0.007124681933842303,-0.005980861244019087,-0.04364326375711569
2014-02-03,-0.02250532442192832,-0.01137878011276272,0.0,0.0
2014-02-04,0.007004773748260362,0.008295313148071415,0.005214600882470943,0.14682539682539697
2014-02-05,-0.0012545431346616676,0.0016454134101193674,0.0031923383878691425,0.4048442906574392
2014-02-06,0.013187145664668165,0.004517453798768001,0.0011933174224343368,-0.15024630541871908
2014-02-07,0.01239590641850885,0.021872444807849556,0.0011918951132301459,-0.1420289855072464
2014-02-10,0.0018366054169651758,0.0014002800560111162,0.010714285714285676,0.37668918918918926
2014-02-11,0.01094397125925739,-0.0015980823012385903,0.007263447192775718,-0.049079754601227044
2014-02-12,0.0004946537083472258,0.004201680672268893,0.002923406743324808,-0.23096774193548386
2014-02-13,0.005162683977426807,-0.0010958358238692956,0.0029148853478428993,-0.10402684563758391
2014-02-14,0.005518753290420175,0.000398922908148025,0.014144545630691674,0.03745318352059934
2014-02-17,,,0.013374092472296484,
2014-02-18,0.0011955267964032235,0.0222310836407138,-0.009049773755656076,0.04693140794223827
2014-02-19,-0.006621641107270149,0.008972108445484572,0.0036149162861491835,0.034482758620689724
2014-02-20,0.005900741461803749,-0.0025130485211675158,-0.0037914691943128354,-0.00666666666666671
2014-02-21,-0.0011405978876556366,-0.006492248062015538,0.00532825880114185,0.046979865771812124
2014-02-24,0.005546906589619427,0.006242075490100474,0.009275033125118348,-0.02564102564102566
2014-02-25,-0.00037865453716001696,-0.009401957933507843,-0.00018754688672173447,-0.14309210526315796
2014-02-26,5.4101049886678965e-05,0.0071428571428571175,0.005439879947477078,-0.07677543186180424
2014-02-27,0.005247699176013976,-0.0024288351306713807,-0.006716417910447747,-0.04158004158004147
2014-02-28,0.0025291582915774047,0.0019477989871443668,-0.002441773102930145,0.04121475054229928
2014-03-03,-0.007031893532788991,0.023911353032659566,0.012427038222556863,0.4770833333333333
2014-03-04,0.014055352827686995,-0.016138219100056972,-0.0035335689045936647,0.12552891396332866
2014-03-05,0.0009062834671447195,-0.018236202238517962,-0.004479283314669624,-0.19047619047619058
2014-03-06,0.002290199196476328,0.0006879606879606204,0.0005624296962880582,-0.2430340557275542
2014-03-07,0.00042530457165912416,0.009821253191907298,0.01049278620948102,-0.02249488752556228
2014-03-10,-0.0005312712428419131,-0.013907800038902907,-0.010383830891896872,-0.023012552301255318
2014-03-11,-0.004942620960946775,-0.010849196173192577,0.010305415027168863,0.0
2014-03-12,0.00026696278302607013,-0.019942167713630443,0.005749258160237414,0.01070663811563155
2014-03-13,-0.011213022017120378,0.002848712992165936,0.011248386501936158,-0.06567796610169485
2014-03-14,-0.0028080892944173375,0.00669574921375693,-0.0007293946024798936,-0.0022675736961450532
2014-03-17,0.009043772949594242,-0.008062078000604656,0.006569343065693456,0.03863636363636358
2014-03-18,0.0071378100767178765,0.01676318195672044,-0.011965192168237881,-0.032822757111597434
2014-03-19,-0.005328895339392292,0.006294964028776828,-0.012110091743119278,0.002262443438914019
